createur,voie,commanditaire,page_annonceuse,debut_diffusion,plateformes,ad_id,extrait,url_apercu
Justin Bridou,compte connu du registre,Justin Bridou (Groupe Aoste),Justin Bridou,2026-05-13,instagram,1711608673309876,Alors ? Team sms ou vocaux ? 👀  #débat #apero #justinbridou ,https://www.facebook.com/ads/archive/render_ad/?id=1711608673309876&access_token=JETON_RETIRE
Justin Bridou,compte connu du registre,Justin Bridou (Groupe Aoste),Justin Bridou,2026-05-07,instagram,1313561390715230,"Quand on aime, on ne compte pas… #fuet #saucisson #apero #justinbridou ",https://www.facebook.com/ads/archive/render_ad/?id=1313561390715230&access_token=JETON_RETIRE
Justin Bridou,compte connu du registre,Justin Bridou (Groupe Aoste),Justin Bridou,2026-05-07,facebook,1667700134248506,"Quand on aime, on ne compte pas… #fuet #saucisson #apero #justinbridou ",https://www.facebook.com/ads/archive/render_ad/?id=1667700134248506&access_token=JETON_RETIRE
@justinbridou_fr,pseudo ecrit tel quel,Justin Bridou (Groupe Aoste),Justin Bridou,2025-12-29,instagram,1403542244702898, Justin Bridou (@justinbridou_fr) • Instagram photos and videos | Justin Bridou (@justinbridou_fr) • Instagram photos and videos | Justin Bridou (@justinbridou_fr) • Instagram photos and videos | Justin Bridou (@justinbridou_fr) • Instagram photos and videos,https://www.facebook.com/ads/archive/render_ad/?id=1403542244702898&access_token=JETON_RETIRE
Justin Bridou,compte connu du registre,Justin Bridou (Groupe Aoste),Justin Bridou,2025-12-29,instagram,1403542244702898, Justin Bridou (@justinbridou_fr) • Instagram photos and videos | Justin Bridou (@justinbridou_fr) • Instagram photos and videos | Justin Bridou (@justinbridou_fr) • Instagram photos and videos | Justin Bridou (@justinbridou_fr) • Instagram photos and videos,https://www.facebook.com/ads/archive/render_ad/?id=1403542244702898&access_token=JETON_RETIRE
Justin Bridou,compte connu du registre,Justin Bridou (Groupe Aoste),Justin Bridou,2025-12-29,facebook,2905508489655487,"🎄 On veut tous un Noël réussi, non ?  Spoiler : la recette gagnante (toujours en toute modestie bien-sûr) = Justin Bridou sur la table, sous le sapin… et même à vos pieds. 🤩  Qui osera dire l'inverse...? Gare à vous 👀 ",https://www.facebook.com/ads/archive/render_ad/?id=2905508489655487&access_token=JETON_RETIRE
Justin Bridou,compte connu du registre,Justin Bridou (Groupe Aoste),Justin Bridou,2025-12-17,facebook,1172392191758257,Spotted 👀 Le calendrier de l'Avent Justin Bridou a fait un tour au marché de Noël ! 🎄   On a demandé aux Lyonnais de le tester... et le verdict est sans appel : ils ont adoré ! 😋 ,https://www.facebook.com/ads/archive/render_ad/?id=1172392191758257&access_token=JETON_RETIRE
Justin Bridou,compte connu du registre,Justin Bridou (Groupe Aoste),Justin Bridou,2025-12-17,instagram,25859562726981773,Spotted 👀  Le calendrier de l’Avent Justin Bridou a fait un tour au marché de Noël ! 🎄  On a demandé aux Lyonnais de le tester... et le verdict est sans appel : ils ont adoré ! 😋 ,https://www.facebook.com/ads/archive/render_ad/?id=25859562726981773&access_token=JETON_RETIRE
@justinbridou_fr,pseudo ecrit tel quel,Justin Bridou (Groupe Aoste),Justin Bridou,2025-12-15,instagram,1511943779860079,"Regardez qui s'est incrusté dans les décos de Noël ! 👀🎄  Qui a dit qu'on devait se contenter de boules classiques ? Cette année, Justin Bridou est non seulement sur la table, mais aussi sur le sapin !   On vous voit venir à 1 000 km, non elle n'est pas à vendre...🤪 Justin Bridou (@justinbridou_fr) •",https://www.facebook.com/ads/archive/render_ad/?id=1511943779860079&access_token=JETON_RETIRE
Justin Bridou,compte connu du registre,Justin Bridou (Groupe Aoste),Justin Bridou,2025-12-15,instagram,1511943779860079,"Regardez qui s'est incrusté dans les décos de Noël ! 👀🎄  Qui a dit qu'on devait se contenter de boules classiques ? Cette année, Justin Bridou est non seulement sur la table, mais aussi sur le sapin !   On vous voit venir à 1 000 km, non elle n'est pas à vendre...🤪 Justin Bridou (@justinbridou_fr) •",https://www.facebook.com/ads/archive/render_ad/?id=1511943779860079&access_token=JETON_RETIRE
Justin Bridou,compte connu du registre,Justin Bridou (Groupe Aoste),Justin Bridou,2025-12-15,facebook,882302217649181,"Regardez qui s'est incrusté dans les décos de Noël ! 👀🎄  Qui a dit qu'on devait se contenter de boules classiques ? Cette année, Justin Bridou est non seulement sur la table, mais aussi sur le sapin !   On vous voit venir à 1 000 km, non elle n'est pas à vendre...🤪 ",https://www.facebook.com/ads/archive/render_ad/?id=882302217649181&access_token=JETON_RETIRE
@justinbridou_fr,pseudo ecrit tel quel,Justin Bridou (Groupe Aoste),Justin Bridou,2025-12-11,instagram,908153992381082,"Qui rêve d’un calendrier de l’Avent livré directement le 25… juste pour TOUT ouvrir d’un coup ? 😅  Les gourmands, manifestez-vous ! 👀 Justin Bridou (@justinbridou_fr) • Instagram photos and videos",https://www.facebook.com/ads/archive/render_ad/?id=908153992381082&access_token=JETON_RETIRE
Justin Bridou,compte connu du registre,Justin Bridou (Groupe Aoste),Justin Bridou,2025-12-11,instagram,908153992381082,"Qui rêve d’un calendrier de l’Avent livré directement le 25… juste pour TOUT ouvrir d’un coup ? 😅  Les gourmands, manifestez-vous ! 👀 Justin Bridou (@justinbridou_fr) • Instagram photos and videos",https://www.facebook.com/ads/archive/render_ad/?id=908153992381082&access_token=JETON_RETIRE
@justinbridou_fr,pseudo ecrit tel quel,Justin Bridou (Groupe Aoste),Justin Bridou,2025-12-11,instagram,700527216198444,Qui rêve d'avoir une montaaaagne de produits Justin Bridou sous son sapin ? 🤩 Justin Bridou (@justinbridou_fr) • Instagram photos and videos,https://www.facebook.com/ads/archive/render_ad/?id=700527216198444&access_token=JETON_RETIRE
Justin Bridou,compte connu du registre,Justin Bridou (Groupe Aoste),Justin Bridou,2025-12-11,instagram,700527216198444,Qui rêve d'avoir une montaaaagne de produits Justin Bridou sous son sapin ? 🤩 Justin Bridou (@justinbridou_fr) • Instagram photos and videos,https://www.facebook.com/ads/archive/render_ad/?id=700527216198444&access_token=JETON_RETIRE
Justin Bridou,compte connu du registre,Justin Bridou (Groupe Aoste),Justin Bridou,2025-12-11,facebook,3821418184826555,Qui rêve d'avoir une montaaaagne de produits Justin Bridou sous son sapin ? 🤩 ,https://www.facebook.com/ads/archive/render_ad/?id=3821418184826555&access_token=JETON_RETIRE
@justinbridou_fr,pseudo ecrit tel quel,Justin Bridou (Groupe Aoste),Justin Bridou,2025-12-05,instagram,1179063951017816,"Le secret du Père Noël pour boucler tous les cadeaux avant Noël ? Les Bâton de Berger Noix de Jambon. 🎅  Et honnêtement… vous aussi, vous en aurez besoin pour survivre aux repas de Noël qui durent des heures. 🤣 Justin Bridou (@justinbridou_fr) • Instagram photos and videos",https://www.facebook.com/ads/archive/render_ad/?id=1179063951017816&access_token=JETON_RETIRE
Justin Bridou,compte connu du registre,Justin Bridou (Groupe Aoste),Justin Bridou,2025-12-05,instagram,1179063951017816,"Le secret du Père Noël pour boucler tous les cadeaux avant Noël ? Les Bâton de Berger Noix de Jambon. 🎅  Et honnêtement… vous aussi, vous en aurez besoin pour survivre aux repas de Noël qui durent des heures. 🤣 Justin Bridou (@justinbridou_fr) • Instagram photos and videos",https://www.facebook.com/ads/archive/render_ad/?id=1179063951017816&access_token=JETON_RETIRE
@justinbridou_fr,pseudo ecrit tel quel,Justin Bridou (Groupe Aoste),Justin Bridou,2025-12-05,instagram,4039160293062829, Justin Bridou (@justinbridou_fr) • Instagram photos and videos | Justin Bridou (@justinbridou_fr) • Instagram photos and videos,https://www.facebook.com/ads/archive/render_ad/?id=4039160293062829&access_token=JETON_RETIRE
Justin Bridou,compte connu du registre,Justin Bridou (Groupe Aoste),Justin Bridou,2025-12-05,instagram,4039160293062829, Justin Bridou (@justinbridou_fr) • Instagram photos and videos | Justin Bridou (@justinbridou_fr) • Instagram photos and videos,https://www.facebook.com/ads/archive/render_ad/?id=4039160293062829&access_token=JETON_RETIRE
@justinbridou_fr,pseudo ecrit tel quel,Justin Bridou (Groupe Aoste),Justin Bridou,2025-11-26,instagram,1183546873875728,"Le compte à rebours commence : le 1er décembre arrive à grands pas ! ✨🎄 ⏰  Avec notre Calendrier de l’Avent Justin Bridou, profitez de chaque jour pour savourer nos Mini et Petits Bâtons de Berger, toujours aussi délicieux et gourmand. 😍 Justin Bridou (@justinbridou_fr) • Instagram photos and videos",https://www.facebook.com/ads/archive/render_ad/?id=1183546873875728&access_token=JETON_RETIRE
Justin Bridou,compte connu du registre,Justin Bridou (Groupe Aoste),Justin Bridou,2025-11-26,instagram,1183546873875728,"Le compte à rebours commence : le 1er décembre arrive à grands pas ! ✨🎄 ⏰  Avec notre Calendrier de l’Avent Justin Bridou, profitez de chaque jour pour savourer nos Mini et Petits Bâtons de Berger, toujours aussi délicieux et gourmand. 😍 Justin Bridou (@justinbridou_fr) • Instagram photos and videos",https://www.facebook.com/ads/archive/render_ad/?id=1183546873875728&access_token=JETON_RETIRE
Justin Bridou,compte connu du registre,Justin Bridou (Groupe Aoste),Justin Bridou,2025-11-26,facebook,4138004283180225,"Le compte à rebours commence : le 1er décembre arrive à grands pas ! ✨🎄 ⏰  Avec notre Calendrier de l’Avent Justin Bridou, profitez de chaque jour pour savourer nos Mini et Petits Bâtons de Berger, toujours aussi délicieux et gourmand. 😍 ",https://www.facebook.com/ads/archive/render_ad/?id=4138004283180225&access_token=JETON_RETIRE
@justinbridou_fr,pseudo ecrit tel quel,Justin Bridou (Groupe Aoste),Justin Bridou,2025-11-24,instagram,1355525472135569,"Devinez quoi ? Le Père Noël devient un go muscu cette année. 💪  Il faut dire qu’avec tous les produits Justin Bridou à transporter, ses biceps vont chauffer...🤣  Vous aimeriez quoi sous le sapin ? 💛 Des Bâton de Berger Mini Nature 🐓 Des Bâton de Berger Mini Poulet 🥓 Des Bâton de Berger Mini Noix de ",https://www.facebook.com/ads/archive/render_ad/?id=1355525472135569&access_token=JETON_RETIRE
Justin Bridou,compte connu du registre,Justin Bridou (Groupe Aoste),Justin Bridou,2025-11-24,instagram,1355525472135569,"Devinez quoi ? Le Père Noël devient un go muscu cette année. 💪  Il faut dire qu’avec tous les produits Justin Bridou à transporter, ses biceps vont chauffer...🤣  Vous aimeriez quoi sous le sapin ? 💛 Des Bâton de Berger Mini Nature 🐓 Des Bâton de Berger Mini Poulet 🥓 Des Bâton de Berger Mini Noix de ",https://www.facebook.com/ads/archive/render_ad/?id=1355525472135569&access_token=JETON_RETIRE
Justin Bridou,compte connu du registre,Justin Bridou (Groupe Aoste),Justin Bridou,2025-11-24,facebook,767470612419062,"Devinez quoi ? Le Père Noël devient un go muscu cette année. 💪 Il faut dire qu’avec tous les produits Justin Bridou à transporter, ses biceps vont chauffer...🤣  Vous aimeriez quoi sous le sapin ? 💛 Des Bâton de Berger Mini Nature 🐓 Des Bâton de Berger Mini Poulet 🥓 Des Bâton de Berger Mini Noix de J",https://www.facebook.com/ads/archive/render_ad/?id=767470612419062&access_token=JETON_RETIRE
@justinbridou_fr,pseudo ecrit tel quel,Justin Bridou (Groupe Aoste),Justin Bridou,2025-11-21,instagram,2945503092308648, Justin Bridou (@justinbridou_fr) • Instagram photos and videos | Justin Bridou (@justinbridou_fr) • Instagram photos and videos | Justin Bridou (@justinbridou_fr) • Instagram photos and videos | Justin Bridou (@justinbridou_fr) • Instagram photos and videos | Justin Bridou (@justinbridou_fr) • Inst,https://www.facebook.com/ads/archive/render_ad/?id=2945503092308648&access_token=JETON_RETIRE
Justin Bridou,compte connu du registre,Justin Bridou (Groupe Aoste),Justin Bridou,2025-11-21,instagram,2945503092308648, Justin Bridou (@justinbridou_fr) • Instagram photos and videos | Justin Bridou (@justinbridou_fr) • Instagram photos and videos | Justin Bridou (@justinbridou_fr) • Instagram photos and videos | Justin Bridou (@justinbridou_fr) • Instagram photos and videos | Justin Bridou (@justinbridou_fr) • Inst,https://www.facebook.com/ads/archive/render_ad/?id=2945503092308648&access_token=JETON_RETIRE
Justin Bridou,compte connu du registre,Justin Bridou (Groupe Aoste),Justin Bridou,2025-11-21,facebook,1833681500608485,"Oui, on sait, ça va faire débat…  Mais franchement, qui a besoin d’huîtres quand on peut avoir un Bâton de Berger Nature Justin Bridou ? 😋  Allez, avouez qu'on a raison. 😏 ",https://www.facebook.com/ads/archive/render_ad/?id=1833681500608485&access_token=JETON_RETIRE
@alizee.yt,pseudo ecrit tel quel,Justin Bridou (Groupe Aoste),Justin Bridou,2025-11-19,instagram,2942854349233366,"Le saucisson ça rend les gens bons 😎 Toi aussi gagne ton calendrier Justin Bridou rempli de Petits et Mini Bâtons de Berger, pour ça il faut : * Être abonné à @alizee.yt et à @justinbridou_fr  * Liker le réel * Mentionner une personne en commentaire ➡️ 5 calendriers sont à gagner (= 5 gagnants) pour",https://www.facebook.com/ads/archive/render_ad/?id=2942854349233366&access_token=JETON_RETIRE
@justinbridou_fr,pseudo ecrit tel quel,Justin Bridou (Groupe Aoste),Justin Bridou,2025-11-19,instagram,2942854349233366,"Le saucisson ça rend les gens bons 😎 Toi aussi gagne ton calendrier Justin Bridou rempli de Petits et Mini Bâtons de Berger, pour ça il faut : * Être abonné à @alizee.yt et à @justinbridou_fr  * Liker le réel * Mentionner une personne en commentaire ➡️ 5 calendriers sont à gagner (= 5 gagnants) pour",https://www.facebook.com/ads/archive/render_ad/?id=2942854349233366&access_token=JETON_RETIRE
Justin Bridou,compte connu du registre,Justin Bridou (Groupe Aoste),Justin Bridou,2025-11-19,instagram,2942854349233366,"Le saucisson ça rend les gens bons 😎 Toi aussi gagne ton calendrier Justin Bridou rempli de Petits et Mini Bâtons de Berger, pour ça il faut : * Être abonné à @alizee.yt et à @justinbridou_fr  * Liker le réel * Mentionner une personne en commentaire ➡️ 5 calendriers sont à gagner (= 5 gagnants) pour",https://www.facebook.com/ads/archive/render_ad/?id=2942854349233366&access_token=JETON_RETIRE
Meta,vocabulaire de collaboration,Justin Bridou (Groupe Aoste),Justin Bridou,2025-11-17,facebook | instagram | audience_network,1551240282556138,"Un petit lutin dans l'oreillette nous souffle qu’un deuxième jeu concours est lancé ! 🤩  Et pas n'importe lequel : nous aurons 10 gagnants qui remporteront chacun un calendrier de l'Avent Justin Bridou ! 🎁  Pour participer, c'est super simple : 👉 Abonne-toi à notre compte Instagram et dis-nous en co",https://www.facebook.com/ads/archive/render_ad/?id=1551240282556138&access_token=JETON_RETIRE
Justin Bridou,compte connu du registre,Justin Bridou (Groupe Aoste),Justin Bridou,2025-11-17,facebook | instagram | audience_network,1551240282556138,"Un petit lutin dans l'oreillette nous souffle qu’un deuxième jeu concours est lancé ! 🤩  Et pas n'importe lequel : nous aurons 10 gagnants qui remporteront chacun un calendrier de l'Avent Justin Bridou ! 🎁  Pour participer, c'est super simple : 👉 Abonne-toi à notre compte Instagram et dis-nous en co",https://www.facebook.com/ads/archive/render_ad/?id=1551240282556138&access_token=JETON_RETIRE
